"id","area","edad","mujer","varon","total"
"700","220070601","35 a 39","5","7","12"
"701","220070601","40 a 44","6","7","13"
"702","220070601","45 a 49","3","5","8"
"703","220070601","50 a 54","4","8","12"
"704","220070601","55 a 59","3","0","3"
"705","220070601","60 a 64","1","6","7"
"706","220070601","65 a 69","0","3","3"
"707","220070601","75 a 79","0","2","2"
"708","220070602","00 a 04","10","9","19"
"709","220070602","05 a 09","10","10","20"
"710","220070602","10 a 14","13","12","25"
"711","220070602","15 a 19","7","8","15"
"712","220070602","20 a 24","7","7","14"
"713","220070602","25 a 29","8","5","13"
"714","220070602","30 a 34","11","7","18"
"715","220070602","35 a 39","8","5","13"
"716","220070602","40 a 44","9","14","23"
"717","220070602","45 a 49","8","13","21"
"718","220070602","50 a 54","8","3","11"
"719","220070602","55 a 59","5","13","18"
"720","220070602","60 a 64","1","5","6"
"721","220070602","65 a 69","5","4","9"
"722","220070602","70 a 74","5","5","10"
"723","220070602","75 a 79","2","5","7"
"724","220070602","80 a 84","2","5","7"
"725","220070602","85 a 89","2","1","3"
"726","220070603","00 a 04","7","7","14"
"727","220070603","05 a 09","9","9","18"
"728","220070603","10 a 14","12","15","27"
"729","220070603","15 a 19","3","9","12"
"730","220070603","20 a 24","4","9","13"
"731","220070603","25 a 29","8","7","15"
"732","220070603","30 a 34","7","10","17"
"733","220070603","35 a 39","6","12","18"
"734","220070603","40 a 44","3","6","9"
"735","220070603","45 a 49","3","11","14"
"736","220070603","50 a 54","4","4","8"
"737","220070603","55 a 59","5","7","12"
"738","220070603","60 a 64","5","8","13"
"739","220070603","65 a 69","2","8","10"
"740","220070603","70 a 74","5","5","10"
"741","220070603","75 a 79","3","7","10"
"742","220070603","80 a 84","2","1","3"
"743","220070603","95 a 99","0","1","1"
"744","220070604","00 a 04","7","10","17"
"745","220070604","05 a 09","4","6","10"
"746","220070604","10 a 14","2","5","7"
"747","220070604","15 a 19","2","2","4"
"748","220070604","20 a 24","5","4","9"
"749","220070604","25 a 29","9","6","15"
"750","220070604","30 a 34","3","5","8"
"751","220070604","35 a 39","0","3","3"
"752","220070604","40 a 44","3","5","8"
"753","220070604","45 a 49","6","5","11"
"754","220070604","50 a 54","3","6","9"
"755","220070604","55 a 59","1","3","4"
"756","220070604","60 a 64","1","2","3"
"757","220070604","65 a 69","3","3","6"
"758","220070604","70 a 74","0","2","2"
"759","220070604","75 a 79","2","1","3"
"760","220070604","85 a 89","0","1","1"
"761","220070604","90 a 94","1","0","1"
"762","220070605","00 a 04","33","36","69"
"763","220070605","05 a 09","30","35","65"
"764","220070605","10 a 14","39","29","68"
"765","220070605","15 a 19","31","31","62"
"766","220070605","20 a 24","27","21","48"
"767","220070605","25 a 29","20","23","43"
"768","220070605","30 a 34","35","29","64"
"769","220070605","35 a 39","29","34","63"
"770","220070605","40 a 44","27","23","50"
"771","220070605","45 a 49","14","9","23"
"772","220070605","50 a 54","9","9","18"
"773","220070605","55 a 59","6","4","10"
"774","220070605","60 a 64","3","5","8"
"775","220070605","65 a 69","5","0","5"
"776","220070605","70 a 74","1","2","3"
"777","220070605","75 a 79","2","1","3"
"778","220070605","80 a 84","1","1","2"
"779","220070606","00 a 04","20","23","43"
"780","220070606","05 a 09","28","27","55"
"781","220070606","10 a 14","29","23","52"
"782","220070606","15 a 19","26","14","40"
"783","220070606","20 a 24","13","17","30"
"784","220070606","25 a 29","30","14","44"
"785","220070606","30 a 34","29","21","50"
"786","220070606","35 a 39","34","27","61"
"787","220070606","40 a 44","20","25","45"
"788","220070606","45 a 49","9","8","17"
"789","220070606","50 a 54","7","9","16"
"790","220070606","55 a 59","3","12","15"
"791","220070606","60 a 64","4","6","10"
"792","220070606","65 a 69","3","7","10"
"793","220070606","70 a 74","2","2","4"
"794","220070606","75 a 79","1","0","1"
"795","220070606","80 a 84","0","3","3"
"796","220070607","00 a 04","47","33","80"
"797","220070607","05 a 09","44","50","94"
"798","220070607","10 a 14","28","31","59"
"799","220070607","15 a 19","19","20","39"
"800","220070607","20 a 24","29","9","38"
"801","220070607","25 a 29","38","27","65"
"802","220070607","30 a 34","30","23","53"
"803","220070607","35 a 39","18","28","46"
"804","220070607","40 a 44","7","16","23"
"805","220070607","45 a 49","2","8","10"
"806","220070607","50 a 54","6","3","9"
"807","220070607","55 a 59","4","7","11"
"808","220070607","60 a 64","4","6","10"
"809","220070607","65 a 69","2","2","4"
"810","220070607","70 a 74","1","3","4"
"811","220070607","75 a 79","1","0","1"
"812","220070607","80 a 84","1","2","3"
"813","220070607","85 a 89","1","1","2"
"814","220070607","90 a 94","1","0","1"
"815","220070608","00 a 04","33","31","64"
"816","220070608","05 a 09","47","32","79"
"817","220070608","10 a 14","23","29","52"
"818","220070608","15 a 19","6","15","21"
"819","220070608","20 a 24","18","13","31"
"820","220070608","25 a 29","45","17","62"
"821","220070608","30 a 34","28","28","56"
"822","220070608","35 a 39","10","21","31"
"823","220070608","40 a 44","0","15","15"
"824","220070608","45 a 49","5","3","8"
"825","220070608","50 a 54","4","3","7"
"826","220070608","55 a 59","0","4","4"
"827","220070608","60 a 64","1","5","6"
"828","220070608","65 a 69","1","0","1"
"829","220070608","70 a 74","0","1","1"
"830","220070609","00 a 04","27","20","47"
"831","220070609","05 a 09","22","27","49"
"832","220070609","10 a 14","19","18","37"
"833","220070609","15 a 19","16","21","37"
"834","220070609","20 a 24","20","19","39"
"835","220070609","25 a 29","17","12","29"
"836","220070609","30 a 34","21","16","37"
"837","220070609","35 a 39","17","20","37"
"838","220070609","40 a 44","13","20","33"
"839","220070609","45 a 49","7","15","22"
"840","220070609","50 a 54","3","9","12"
"841","220070609","55 a 59","2","9","11"
"842","220070609","60 a 64","3","4","7"
"843","220070609","65 a 69","0","1","1"
"844","220070609","70 a 74","0","1","1"
"845","220070609","75 a 79","0","2","2"
"846","220070610","00 a 04","28","16","44"
"847","220070610","05 a 09","14","20","34"
"848","220070610","10 a 14","18","23","41"
"849","220070610","15 a 19","24","32","56"
"850","220070610","20 a 24","20","13","33"
"851","220070610","25 a 29","12","11","23"
"852","220070610","30 a 34","13","5","18"
"853","220070610","35 a 39","25","13","38"
"854","220070610","40 a 44","11","17","28"
"855","220070610","45 a 49","5","7","12"
"856","220070610","50 a 54","3","4","7"
"857","220070610","55 a 59","1","2","3"
"858","220070610","60 a 64","2","0","2"
"859","220070610","65 a 69","2","0","2"
"860","220070610","70 a 74","1","5","6"
"861","220070610","75 a 79","2","0","2"
"862","220070610","80 a 84","0","1","1"
"863","220070701","00 a 04","29","41","70"
"864","220070701","05 a 09","42","34","76"
"865","220070701","10 a 14","45","47","92"
"866","220070701","15 a 19","42","35","77"
"867","220070701","20 a 24","19","31","50"
"868","220070701","25 a 29","26","14","40"
"869","220070701","30 a 34","32","23","55"
"870","220070701","35 a 39","42","24","66"
"871","220070701","40 a 44","23","24","47"
"872","220070701","45 a 49","15","18","33"
"873","220070701","50 a 54","6","11","17"
"874","220070701","55 a 59","12","11","23"
"875","220070701","60 a 64","6","7","13"
"876","220070701","65 a 69","1","7","8"
"877","220070701","70 a 74","3","0","3"
"878","220070701","80 a 84","1","0","1"
"879","220070701","85 a 89","1","1","2"
"880","220070702","00 a 04","41","21","62"
"881","220070702","05 a 09","30","41","71"
"882","220070702","10 a 14","39","54","93"
"883","220070702","15 a 19","51","57","108"
"884","220070702","20 a 24","39","39","78"
"885","220070702","25 a 29","23","24","47"
"886","220070702","30 a 34","20","15","35"
"887","220070702","35 a 39","33","31","64"
"888","220070702","40 a 44","28","19","47"
"889","220070702","45 a 49","19","18","37"
"890","220070702","50 a 54","9","14","23"
"891","220070702","55 a 59","4","9","13"
"892","220070702","60 a 64","7","3","10"
"893","220070702","65 a 69","6","7","13"
"894","220070702","70 a 74","3","3","6"
"895","220070702","75 a 79","2","3","5"
"896","220070702","80 a 84","1","3","4"
"897","220070703","00 a 04","14","22","36"
"898","220070703","05 a 09","38","17","55"
"899","220070703","10 a 14","21","18","39"
"900","220070703","15 a 19","35","44","79"
"901","220070703","20 a 24","27","34","61"
"902","220070703","25 a 29","38","38","76"
"903","220070703","30 a 34","26","25","51"
"904","220070703","35 a 39","29","23","52"
"905","220070703","40 a 44","19","16","35"
"906","220070703","45 a 49","27","14","41"
"907","220070703","50 a 54","18","16","34"
"908","220070703","55 a 59","17","11","28"
"909","220070703","60 a 64","16","13","29"
"910","220070703","65 a 69","6","9","15"
"911","220070703","70 a 74","2","7","9"
"912","220070703","75 a 79","1","3","4"
"913","220070703","80 a 84","4","2","6"
"914","220070703","85 a 89","2","0","2"
"915","220070704","00 a 04","26","24","50"
"916","220070704","05 a 09","31","26","57"
"917","220070704","10 a 14","48","38","86"
"918","220070704","15 a 19","50","43","93"
"919","220070704","20 a 24","40","37","77"
"920","220070704","25 a 29","31","34","65"
"921","220070704","30 a 34","27","20","47"
"922","220070704","35 a 39","34","22","56"
"923","220070704","40 a 44","26","26","52"
"924","220070704","45 a 49","29","27","56"
"925","220070704","50 a 54","21","13","34"
"926","220070704","55 a 59","18","10","28"
"927","220070704","60 a 64","7","20","27"
"928","220070704","65 a 69","7","9","16"
"929","220070704","70 a 74","10","10","20"
"930","220070704","75 a 79","5","6","11"
"931","220070704","80 a 84","3","0","3"
"932","220070704","85 a 89","1","2","3"
"933","220070704","90 a 94","0","1","1"
"934","220070705","00 a 04","37","39","76"
"935","220070705","05 a 09","35","42","77"
"936","220070705","10 a 14","45","51","96"
"937","220070705","15 a 19","47","34","81"
"938","220070705","20 a 24","30","34","64"
"939","220070705","25 a 29","42","35","77"
"940","220070705","30 a 34","30","32","62"
"941","220070705","35 a 39","26","32","58"
"942","220070705","40 a 44","19","22","41"
"943","220070705","45 a 49","14","20","34"
"944","220070705","50 a 54","13","10","23"
"945","220070705","55 a 59","3","12","15"
"946","220070705","60 a 64","9","3","12"
"947","220070705","65 a 69","6","8","14"
"948","220070705","70 a 74","2","3","5"
"949","220070705","75 a 79","3","3","6"
"950","220070705","80 a 84","2","3","5"
"951","220070705","85 a 89","2","0","2"
"952","220070705","95 a 99","0","1","1"
"953","220070706","00 a 04","23","34","57"
"954","220070706","05 a 09","30","27","57"
"955","220070706","10 a 14","29","29","58"
"956","220070706","15 a 19","30","39","69"
"957","220070706","20 a 24","38","44","82"
"958","220070706","25 a 29","50","34","84"
"959","220070706","30 a 34","33","28","61"
"960","220070706","35 a 39","24","24","48"
"961","220070706","40 a 44","23","23","46"
"962","220070706","45 a 49","31","23","54"
"963","220070706","50 a 54","34","18","52"
"964","220070706","55 a 59","27","31","58"
"965","220070706","60 a 64","23","18","41"
"966","220070706","65 a 69","15","13","28"
"967","220070706","70 a 74","10","6","16"
"968","220070706","75 a 79","7","5","12"
"969","220070706","80 a 84","3","6","9"
"970","220070706","85 a 89","1","1","2"
"971","220070706","90 a 94","2","0","2"
"972","220070707","00 a 04","24","19","43"
"973","220070707","05 a 09","22","33","55"
"974","220070707","10 a 14","37","24","61"
"975","220070707","15 a 19","20","37","57"
"976","220070707","20 a 24","37","45","82"
"977","220070707","25 a 29","40","30","70"
"978","220070707","30 a 34","27","28","55"
"979","220070707","35 a 39","19","22","41"
"980","220070707","40 a 44","16","23","39"
"981","220070707","45 a 49","23","12","35"
"982","220070707","50 a 54","22","22","44"
"983","220070707","55 a 59","20","18","38"
"984","220070707","60 a 64","12","12","24"
"985","220070707","65 a 69","13","10","23"
"986","220070707","70 a 74","4","8","12"
"987","220070707","75 a 79","4","3","7"
"988","220070707","80 a 84","1","3","4"
"989","220070707","85 a 89","1","1","2"
"990","220070707","90 a 94","1","0","1"
"991","220070708","00 a 04","21","18","39"
"992","220070708","05 a 09","20","26","46"
"993","220070708","10 a 14","33","20","53"
"994","220070708","15 a 19","44","26","70"
"995","220070708","20 a 24","38","35","73"
"996","220070708","25 a 29","28","29","57"
"997","220070708","30 a 34","22","22","44"
"998","220070708","35 a 39","30","14","44"
"999","220070708","40 a 44","26","19","45"
"1000","220070708","45 a 49","28","29","57"
"1001","220070708","50 a 54","30","18","48"
"1002","220070708","55 a 59","16","20","36"
"1003","220070708","60 a 64","16","15","31"
"1004","220070708","65 a 69","8","9","17"
"1005","220070708","70 a 74","10","9","19"
"1006","220070708","75 a 79","3","3","6"
"1007","220070708","80 a 84","5","1","6"
"1008","220070708","85 a 89","3","1","4"
"1009","220070708","90 a 94","1","0","1"
"1010","220070709","00 a 04","24","19","43"
"1011","220070709","05 a 09","17","22","39"
"1012","220070709","10 a 14","12","24","36"
"1013","220070709","15 a 19","29","17","46"
"1014","220070709","20 a 24","37","22","59"
"1015","220070709","25 a 29","28","27","55"
"1016","220070709","30 a 34","30","28","58"
"1017","220070709","35 a 39","13","24","37"
"1018","220070709","40 a 44","21","25","46"
"1019","220070709","45 a 49","28","18","46"
"1020","220070709","50 a 54","20","16","36"
"1021","220070709","55 a 59","21","15","36"
"1022","220070709","60 a 64","23","19","42"
"1023","220070709","65 a 69","19","14","33"
"1024","220070709","70 a 74","16","8","24"
"1025","220070709","75 a 79","15","13","28"
"1026","220070709","80 a 84","14","6","20"
"1027","220070709","85 a 89","5","1","6"
"1028","220070709","90 a 94","2","0","2"
"1029","220070709","100 a 104","1","0","1"
"1030","220070710","00 a 04","28","22","50"
"1031","220070710","05 a 09","28","25","53"
"1032","220070710","10 a 14","22","32","54"
"1033","220070710","15 a 19","25","27","52"
"1034","220070710","20 a 24","29","29","58"
"1035","220070710","25 a 29","30","24","54"
"1036","220070710","30 a 34","20","29","49"
"1037","220070710","35 a 39","26","24","50"
"1038","220070710","40 a 44","19","18","37"
"1039","220070710","45 a 49","22","16","38"
"1040","220070710","50 a 54","17","25","42"
"1041","220070710","55 a 59","26","12","38"
"1042","220070710","60 a 64","16","24","40"
"1043","220070710","65 a 69","13","8","21"
"1044","220070710","70 a 74","8","6","14"
"1045","220070710","75 a 79","6","1","7"
"1046","220070710","80 a 84","7","3","10"
"1047","220070710","85 a 89","2","3","5"
"1048","220070710","90 a 94","1","0","1"
"1049","220070711","00 a 04","1","8","9"
"1050","220070711","05 a 09","7","5","12"
"1051","220070711","10 a 14","5","4","9"
"1052","220070711","15 a 19","11","5","16"
"1053","220070711","20 a 24","3","7","10"
"1054","220070711","25 a 29","2","6","8"
"1055","220070711","30 a 34","6","6","12"
"1056","220070711","35 a 39","6","7","13"
"1057","220070711","40 a 44","9","10","19"
"1058","220070711","45 a 49","7","8","15"
"1059","220070711","50 a 54","3","3","6"
"1060","220070711","55 a 59","3","4","7"
"1061","220070711","60 a 64","4","6","10"
"1062","220070711","65 a 69","2","3","5"
"1063","220070711","70 a 74","3","2","5"
"1064","220070711","75 a 79","3","2","5"
"1065","220070711","80 a 84","1","1","2"
"1066","220070711","85 a 89","2","0","2"
"1067","220070712","00 a 04","8","0","8"
"1068","220070712","05 a 09","6","2","8"
"1069","220070712","10 a 14","7","4","11"
"1070","220070712","15 a 19","9","4","13"
"1071","220070712","20 a 24","5","9","14"
"1072","220070712","25 a 29","7","7","14"
"1073","220070712","30 a 34","4","4","8"
"1074","220070712","35 a 39","7","6","13"
"1075","220070712","40 a 44","6","4","10"
"1076","220070712","45 a 49","7","3","10"
"1077","220070712","50 a 54","5","5","10"
"1078","220070712","55 a 59","8","8","16"
"1079","220070712","60 a 64","5","4","9"
"1080","220070712","65 a 69","3","6","9"
"1081","220070712","70 a 74","3","3","6"
"1082","220070712","75 a 79","0","1","1"
