"""cueanexo""|""grado""|""turno""|""subtotal_por_turno"""
"""220155901""|""Sala de 4 años""|NULL|""22"""
"""220155901""|""Sala de 5 años""|""Mañana""|""24"""
"""220155901""|""Sala de 5 años""|""Tarde""|""44"""
"""220155901""|""Sala de 5 años""|NULL|""68"""
"""220156000""|""Sala de 4 años""|""Mañana""|""22"""
"""220156000""|""Sala de 4 años""|""Tarde""|""11"""
"""220156000""|""Sala de 4 años""|NULL|""33"""
"""220156000""|""Sala de 5 años""|""Mañana""|""22"""
"""220156000""|""Sala de 5 años""|""Tarde""|""36"""
"""220156000""|""Sala de 5 años""|NULL|""58"""
"""220156001""|""Sala de 4 años""|""Mañana""|""22"""
"""220156001""|""Sala de 4 años""|""Tarde""|""22"""
"""220156001""|""Sala de 4 años""|NULL|""44"""
"""220156001""|""Sala de 5 años""|""Mañana""|""24"""
"""220156001""|""Sala de 5 años""|""Tarde""|""25"""
"""220156001""|""Sala de 5 años""|NULL|""49"""
"""220157300""|""Sala de 4 años""|""Mañana""|""44"""
"""220157300""|""Sala de 4 años""|""Tarde""|""41"""
"""220157300""|""Sala de 4 años""|NULL|""85"""
"""220157300""|""Sala de 5 años""|""Mañana""|""49"""
"""220157300""|""Sala de 5 años""|""Tarde""|""45"""
"""220157300""|""Sala de 5 años""|NULL|""94"""
"""220157301""|""Sala de 3 años""|""Mañana""|""15"""
"""220157301""|""Sala de 3 años""|NULL|""15"""
"""220157900""|""Sala de 3 años""|""Mañana""|""52"""
"""220157900""|""Sala de 3 años""|NULL|""52"""
"""220157900""|""Sala de 4 años""|""Mañana""|""35"""
"""220157900""|""Sala de 4 años""|NULL|""35"""
"""220157900""|""Sala de 5 años""|""Mañana""|""21"""
"""220157900""|""Sala de 5 años""|NULL|""21"""
"""220158300""|""Sala de 4 años""|""Tarde""|""8"""
"""220158300""|""Sala de 4 años""|NULL|""8"""
"""220158300""|""Sala de 5 años""|""Tarde""|""10"""
"""220158300""|""Sala de 5 años""|NULL|""10"""
"""220158500""|""Sala de 4 años""|""Mañana""|""12"""
"""220158500""|""Sala de 4 años""|NULL|""12"""
"""220158500""|""Sala de 5 años""|""Tarde""|""18"""
"""220158500""|""Sala de 5 años""|NULL|""18"""
"""220158602""|""Sala de 3 años""|""Mañana""|""6"""
"""220158602""|""Sala de 3 años""|""Tarde""|""2"""
"""220158602""|""Sala de 3 años""|NULL|""8"""
"""220158602""|""Sala de 4 años""|""Mañana""|""7"""
"""220158602""|""Sala de 4 años""|""Tarde""|""5"""
"""220158602""|""Sala de 4 años""|NULL|""12"""
"""220158602""|""Sala de 5 años""|""Mañana""|""6"""
"""220158602""|""Sala de 5 años""|""Tarde""|""8"""
"""220158602""|""Sala de 5 años""|NULL|""14"""
"""220158700""|""Sala de 3 años""|""Mañana""|""24"""
"""220158700""|""Sala de 3 años""|NULL|""24"""
"""220158700""|""Sala de 4 años""|""Mañana""|""31"""
"""220158700""|""Sala de 4 años""|""Tarde""|""25"""
"""220158700""|""Sala de 4 años""|NULL|""56"""
"""220158700""|""Sala de 5 años""|""Mañana""|""30"""
"""220158700""|""Sala de 5 años""|""Tarde""|""30"""
"""220158700""|""Sala de 5 años""|NULL|""60"""
"""220158800""|""Sala de 4 años""|""Mañana""|""40"""
"""220158800""|""Sala de 4 años""|""Tarde""|""21"""
"""220158800""|""Sala de 4 años""|NULL|""61"""
"""220158800""|""Sala de 5 años""|""Mañana""|""40"""
"""220158800""|""Sala de 5 años""|""Tarde""|""59"""
"""220158800""|""Sala de 5 años""|NULL|""99"""
"""220158801""|""Sala de 4 años""|""Mañana""|""5"""
"""220158801""|""Sala de 4 años""|""Tarde""|""21"""
"""220158801""|""Sala de 4 años""|NULL|""26"""
"""220158801""|""Sala de 5 años""|""Mañana""|""15"""
"""220158801""|""Sala de 5 años""|NULL|""15"""
"""220158900""|""Sala de 4 años""|""Mañana""|""12"""
"""220158900""|""Sala de 4 años""|""Tarde""|""18"""
"""220158900""|""Sala de 4 años""|NULL|""30"""
"""220158900""|""Sala de 5 años""|""Mañana""|""30"""
"""220158900""|""Sala de 5 años""|""Tarde""|""20"""
"""220158900""|""Sala de 5 años""|NULL|""50"""
"""220159300""|""Lactantes""|""Mañana""|""3"""
"""220159300""|""Lactantes""|NULL|""3"""
"""220159300""|""Sala de 2 años""|""Mañana""|""5"""
"""220159300""|""Sala de 2 años""|NULL|""5"""
"""220159300""|""Sala de 3 años""|""Mañana""|""4"""
"""220159300""|""Sala de 3 años""|NULL|""4"""
"""220159300""|""Sala de 4 años""|""Mañana""|""6"""
"""220159300""|""Sala de 4 años""|NULL|""6"""
"""220159300""|""Sala de 5 años""|""Mañana""|""7"""
"""220159300""|""Sala de 5 años""|NULL|""7"""
"""220160000""|""Deambuladores""|""Mañana""|""8"""
"""220160000""|""Deambuladores""|""Tarde""|""9"""
"""220160000""|""Deambuladores""|NULL|""17"""
"""220160000""|""Lactantes""|""Mañana""|""7"""
"""220160000""|""Lactantes""|NULL|""7"""
"""220160000""|""Sala de 2 años""|""Mañana""|""25"""
"""220160000""|""Sala de 2 años""|""Tarde""|""13"""
"""220160000""|""Sala de 2 años""|NULL|""38"""
"""220160000""|""Sala de 3 años""|""Mañana""|""32"""
"""220160000""|""Sala de 3 años""|""Tarde""|""19"""
"""220160000""|""Sala de 3 años""|NULL|""51"""
"""220160000""|""Sala de 4 años""|""Mañana""|""12"""
"""220160000""|""Sala de 4 años""|""Tarde""|""9"""
"""220160000""|""Sala de 4 años""|NULL|""21"""
"""220160000""|""Sala de 5 años""|""Mañana""|""8"""
"""220160000""|""Sala de 5 años""|""Tarde""|""6"""
"""220160000""|""Sala de 5 años""|NULL|""14"""
"""220160900""|""Deambuladores""|""Mañana""|""15"""
"""220160900""|""Deambuladores""|NULL|""15"""
"""220160900""|""Sala de 2 años""|""Mañana""|""30"""
"""220160900""|""Sala de 2 años""|NULL|""30"""
"""220160900""|""Sala de 3 años""|""Mañana""|""33"""
"""220160900""|""Sala de 3 años""|NULL|""33"""
"""220160900""|""Sala de 4 años""|""Mañana""|""22"""
"""220160900""|""Sala de 4 años""|NULL|""22"""
"""220160900""|""Sala de 5 años""|""Mañana""|""22"""
"""220160900""|""Sala de 5 años""|NULL|""22"""
"""220161000""|""Sala de 4 años""|""Mañana""|""37"""
"""220161000""|""Sala de 4 años""|""Tarde""|""34"""
"""220161000""|""Sala de 4 años""|NULL|""71"""
"""220161000""|""Sala de 5 años""|""Mañana""|""41"""
"""220161000""|""Sala de 5 años""|""Tarde""|""45"""
"""220161000""|""Sala de 5 años""|NULL|""86"""
"""220161100""|""Sala de 4 años""|""Tarde""|""19"""
"""220161100""|""Sala de 4 años""|NULL|""19"""
"""220161100""|""Sala de 5 años""|""Mañana""|""23"""
"""220161100""|""Sala de 5 años""|NULL|""23"""
"""220161101""|""Sala de 3 años""|""Mañana""|""15"""
"""220161101""|""Sala de 3 años""|NULL|""15"""
"""220161600""|""Sala de 3 años""|""Mañana""|""16"""
"""220161600""|""Sala de 3 años""|NULL|""16"""
"""220161600""|""Sala de 4 años""|""Mañana""|""31"""
"""220161600""|""Sala de 4 años""|NULL|""31"""
"""220161600""|""Sala de 5 años""|""Mañana""|""50"""
"""220161600""|""Sala de 5 años""|NULL|""50"""
"""220177900""|""Sala de 3 años""|""Mañana""|""5"""
"""220177900""|""Sala de 3 años""|NULL|""5"""
"""220177900""|""Sala de 4 años""|""Mañana""|""5"""
"""220177900""|""Sala de 4 años""|NULL|""5"""
"""220177900""|""Sala de 5 años""|""Mañana""|""2"""
"""220177900""|""Sala de 5 años""|NULL|""2"""
"""220178800""|""Sala de 3 años""|""Doble""|""44"""
"""220178800""|""Sala de 3 años""|NULL|""44"""
"""220178800""|""Sala de 4 años""|""Doble""|""45"""
"""220178800""|""Sala de 4 años""|NULL|""45"""
"""220178800""|""Sala de 5 años""|""Doble""|""44"""
"""220178800""|""Sala de 5 años""|NULL|""44"""
"""220180100""|""Sala de 5 años""|""Mañana""|""21"""
"""220180100""|""Sala de 5 años""|NULL|""21"""
"""220180300""|""Deambuladores""|""Mañana""|""4"""
"""220180300""|""Deambuladores""|""Tarde""|""5"""
"""220180300""|""Deambuladores""|NULL|""9"""
"""220180300""|""Lactantes""|""Mañana""|""2"""
"""220180300""|""Lactantes""|NULL|""2"""
"""220180300""|""Sala de 2 años""|""Mañana""|""12"""
"""220180300""|""Sala de 2 años""|""Tarde""|""4"""
"""220180300""|""Sala de 2 años""|NULL|""16"""
"""220180300""|""Sala de 3 años""|""Mañana""|""12"""
"""220180300""|""Sala de 3 años""|""Tarde""|""11"""
"""220180300""|""Sala de 3 años""|NULL|""23"""
"""220180300""|""Sala de 4 años""|""Mañana""|""5"""
"""220180300""|""Sala de 4 años""|""Tarde""|""8"""
"""220180300""|""Sala de 4 años""|NULL|""13"""
"""220180300""|""Sala de 5 años""|""Mañana""|""10"""
"""220180300""|""Sala de 5 años""|""Tarde""|""5"""
"""220180300""|""Sala de 5 años""|NULL|""15"""
"""220180800""|""Sala de 3 años""|""Tarde""|""15"""
"""220180800""|""Sala de 3 años""|NULL|""15"""
"""220180800""|""Sala de 4 años""|""Mañana""|""35"""
"""220180800""|""Sala de 4 años""|NULL|""35"""
"""220180800""|""Sala de 5 años""|""Tarde""|""39"""
"""220180800""|""Sala de 5 años""|NULL|""39"""
"""220181900""|""Sala de 3 años""|""Mañana""|""15"""
"""220181900""|""Sala de 3 años""|""Tarde""|""15"""
"""220181900""|""Sala de 3 años""|NULL|""30"""
"""220181900""|""Sala de 4 años""|""Mañana""|""38"""
"""220181900""|""Sala de 4 años""|""Tarde""|""28"""
"""220181900""|""Sala de 4 años""|NULL|""66"""
"""220181900""|""Sala de 5 años""|""Mañana""|""24"""
"""220181900""|""Sala de 5 años""|""Tarde""|""35"""
"""220181900""|""Sala de 5 años""|NULL|""59"""
"""220182000""|""Sala de 3 años""|""Tarde""|""22"""
"""220182000""|""Sala de 3 años""|NULL|""22"""
"""220182000""|""Sala de 4 años""|""Mañana""|""25"""
"""220182000""|""Sala de 4 años""|""Tarde""|""27"""
"""220182000""|""Sala de 4 años""|NULL|""52"""
"""220182000""|""Sala de 5 años""|""Mañana""|""85"""
"""220182000""|""Sala de 5 años""|""Tarde""|""54"""
"""220182000""|""Sala de 5 años""|NULL|""139"""
"""220182001""|""Sala de 3 años""|""Mañana""|""24"""
"""220182001""|""Sala de 3 años""|""Tarde""|""24"""
"""220182001""|""Sala de 3 años""|NULL|""48"""
"""220182001""|""Sala de 4 años""|""Mañana""|""52"""
"""220182001""|""Sala de 4 años""|""Tarde""|""51"""
"""220182001""|""Sala de 4 años""|NULL|""103"""
"""220182001""|""Sala de 5 años""|""Tarde""|""27"""
"""220182001""|""Sala de 5 años""|NULL|""27"""
"""220182100""|""Sala de 3 años""|""Mañana""|""20"""
"""220182100""|""Sala de 3 años""|NULL|""20"""
"""220182100""|""Sala de 4 años""|""Mañana""|""25"""
"""220182100""|""Sala de 4 años""|""Tarde""|""51"""
"""220182100""|""Sala de 4 años""|NULL|""76"""
"""220182100""|""Sala de 5 años""|""Mañana""|""47"""
"""220182100""|""Sala de 5 años""|""Tarde""|""49"""
"""220182100""|""Sala de 5 años""|NULL|""96"""
"""220183200""|""Deambuladores""|""Mañana""|""19"""
"""220183200""|""Deambuladores""|NULL|""19"""
"""220183200""|""Lactantes""|""Mañana""|""13"""
"""220183200""|""Lactantes""|NULL|""13"""
"""220183200""|""Sala de 2 años""|""Mañana""|""19"""
"""220183200""|""Sala de 2 años""|NULL|""19"""
"""220183200""|""Sala de 3 años""|""Tarde""|""41"""
"""220183200""|""Sala de 3 años""|NULL|""41"""
"""220183200""|""Sala de 4 años""|""Tarde""|""73"""
"""220183200""|""Sala de 4 años""|NULL|""73"""
"""220183200""|""Sala de 5 años""|""Mañana""|""78"""
"""220183200""|""Sala de 5 años""|NULL|""78"""
"""220183300""|""Sala de 3 años""|""Mañana""|""15"""
"""220183300""|""Sala de 3 años""|""Tarde""|""16"""
"""220183300""|""Sala de 3 años""|NULL|""31"""
"""220183300""|""Sala de 4 años""|""Mañana""|""17"""
"""220183300""|""Sala de 4 años""|""Tarde""|""15"""
"""220183300""|""Sala de 4 años""|NULL|""32"""
"""220183300""|""Sala de 5 años""|""Mañana""|""21"""
"""220183300""|""Sala de 5 años""|""Tarde""|""21"""
"""220183300""|""Sala de 5 años""|NULL|""42"""
"""220183700""|""Sala de 3 años""|""Mañana""|""3"""
"""220183700""|""Sala de 3 años""|NULL|""3"""
"""220183700""|""Sala de 4 años""|""Mañana""|""5"""
"""220183700""|""Sala de 4 años""|NULL|""5"""
"""220183700""|""Sala de 5 años""|""Mañana""|""3"""
"""220183700""|""Sala de 5 años""|NULL|""3"""
"""220183800""|""Sala de 4 años""|""Mañana""|""23"""
"""220183800""|""Sala de 4 años""|NULL|""23"""
"""220183800""|""Sala de 5 años""|""Tarde""|""20"""
"""220183800""|""Sala de 5 años""|NULL|""20"""
"""220183801""|""Sala de 3 años""|""Mañana""|""4"""
"""220183801""|""Sala de 3 años""|NULL|""4"""
"""220183801""|""Sala de 4 años""|""Mañana""|""6"""
"""220183801""|""Sala de 4 años""|NULL|""6"""
"""220183801""|""Sala de 5 años""|""Mañana""|""2"""
"""220183801""|""Sala de 5 años""|NULL|""2"""
"""220184000""|""Sala de 3 años""|""Mañana""|""2"""
"""220184000""|""Sala de 3 años""|NULL|""2"""
"""220184000""|""Sala de 4 años""|""Mañana""|""4"""
"""220184000""|""Sala de 4 años""|NULL|""4"""
"""220184100""|""Sala de 3 años""|""Doble""|""4"""
"""220184100""|""Sala de 3 años""|NULL|""4"""
"""220184100""|""Sala de 4 años""|""Doble""|""4"""
"""220184100""|""Sala de 4 años""|NULL|""4"""
"""220184100""|""Sala de 5 años""|""Doble""|""7"""
"""220184100""|""Sala de 5 años""|NULL|""7"""
"""220184600""|""Sala de 3 años""|""Mañana""|""1"""
"""220184600""|""Sala de 3 años""|NULL|""1"""
"""220184600""|""Sala de 4 años""|""Mañana""|""8"""
"""220184600""|""Sala de 4 años""|NULL|""8"""
"""220184600""|""Sala de 5 años""|""Mañana""|""4"""
"""220184600""|""Sala de 5 años""|NULL|""4"""
"""220184800""|""Sala de 4 años""|""Mañana""|""3"""
"""220184800""|""Sala de 4 años""|NULL|""3"""
"""220184800""|""Sala de 5 años""|""Mañana""|""1"""
"""220184800""|""Sala de 5 años""|NULL|""1"""
"""220185000""|""Sala de 3 años""|""Mañana""|""2"""
"""220185000""|""Sala de 3 años""|NULL|""2"""
"""220185000""|""Sala de 4 años""|""Mañana""|""14"""
"""220185000""|""Sala de 4 años""|NULL|""14"""
"""220185000""|""Sala de 5 años""|""Tarde""|""17"""
"""220185000""|""Sala de 5 años""|NULL|""17"""
"""220185300""|""Sala de 4 años""|""Mañana""|""36"""
"""220185300""|""Sala de 4 años""|""Tarde""|""41"""
"""220185300""|""Sala de 4 años""|NULL|""77"""
"""220185300""|""Sala de 5 años""|""Mañana""|""25"""
"""220185300""|""Sala de 5 años""|""Tarde""|""19"""
"""220185300""|""Sala de 5 años""|NULL|""44"""
"""220185301""|""Sala de 4 años""|""Doble""|""8"""
"""220185301""|""Sala de 4 años""|NULL|""8"""
"""220185301""|""Sala de 5 años""|""Doble""|""9"""
"""220185301""|""Sala de 5 años""|NULL|""9"""
"""220186500""|""Sala de 4 años""|""Mañana""|""13"""
"""220186500""|""Sala de 4 años""|""Tarde""|""20"""
"""220186500""|""Sala de 4 años""|NULL|""33"""
"""220186500""|""Sala de 5 años""|""Mañana""|""25"""
"""220186500""|""Sala de 5 años""|""Tarde""|""21"""
"""220186500""|""Sala de 5 años""|NULL|""46"""
"""220186600""|""Deambuladores""|""Tarde""|""4"""
"""220186600""|""Deambuladores""|NULL|""4"""
"""220186600""|""Sala de 2 años""|""Tarde""|""14"""
"""220186600""|""Sala de 2 años""|NULL|""14"""
"""220186600""|""Sala de 3 años""|""Mañana""|""14"""
"""220186600""|""Sala de 3 años""|""Tarde""|""17"""
"""220186600""|""Sala de 3 años""|NULL|""31"""
"""220186600""|""Sala de 4 años""|""Mañana""|""21"""
"""220186600""|""Sala de 4 años""|""Tarde""|""11"""
"""220186600""|""Sala de 4 años""|NULL|""32"""
"""220186600""|""Sala de 5 años""|""Mañana""|""24"""
"""220186600""|""Sala de 5 años""|""Tarde""|""8"""
"""220186600""|""Sala de 5 años""|NULL|""32"""
"""220187600""|""Sala de 3 años""|""Tarde""|""18"""
"""220187600""|""Sala de 3 años""|NULL|""18"""
"""220187600""|""Sala de 4 años""|""Mañana""|""46"""
"""220187600""|""Sala de 4 años""|""Tarde""|""43"""
"""220187600""|""Sala de 4 años""|NULL|""89"""
"""220187600""|""Sala de 5 años""|""Mañana""|""47"""
"""220187600""|""Sala de 5 años""|""Tarde""|""47"""
"""220187600""|""Sala de 5 años""|NULL|""94"""
"""220188000""|""Sala de 4 años""|""Mañana""|""7"""
"""220188000""|""Sala de 4 años""|NULL|""7"""
"""220188000""|""Sala de 5 años""|""Mañana""|""10"""
"""220188000""|""Sala de 5 años""|NULL|""10"""
"""220188100""|""Sala de 4 años""|""Mañana""|""40"""
"""220188100""|""Sala de 4 años""|""Tarde""|""45"""
"""220188100""|""Sala de 4 años""|NULL|""85"""
"""220188100""|""Sala de 5 años""|""Mañana""|""38"""
"""220188100""|""Sala de 5 años""|""Tarde""|""42"""
"""220188100""|""Sala de 5 años""|NULL|""80"""
"""220188102""|""Lactantes""|""Noche""|""2"""
"""220188102""|""Lactantes""|NULL|""2"""
"""220188102""|""Sala de 2 años""|""Noche""|""1"""
"""220188102""|""Sala de 2 años""|NULL|""1"""
"""220188102""|""Sala de 3 años""|""Noche""|""2"""
"""220188102""|""Sala de 3 años""|NULL|""2"""
"""220188500""|""Sala de 3 años""|""Mañana""|""10"""
"""220188500""|""Sala de 3 años""|NULL|""10"""
"""220188500""|""Sala de 4 años""|""Mañana""|""17"""
"""220188500""|""Sala de 4 años""|NULL|""17"""
"""220188500""|""Sala de 5 años""|""Mañana""|""12"""
"""220188500""|""Sala de 5 años""|NULL|""12"""
"""220188600""|""Sala de 2 años""|""Noche""|""1"""
"""220188600""|""Sala de 2 años""|NULL|""1"""
"""220188600""|""Sala de 3 años""|""Mañana""|""16"""
"""220188600""|""Sala de 3 años""|""Noche""|""17"""
"""220188600""|""Sala de 3 años""|NULL|""33"""
"""220188600""|""Sala de 4 años""|""Mañana""|""25"""
"""220188600""|""Sala de 4 años""|""Noche""|""23"""
"""220188600""|""Sala de 4 años""|""Tarde""|""25"""
"""220188600""|""Sala de 4 años""|NULL|""73"""
"""220188600""|""Sala de 5 años""|""Mañana""|""20"""
"""220188600""|""Sala de 5 años""|""Noche""|""24"""
"""220188600""|""Sala de 5 años""|""Tarde""|""44"""
"""220188600""|""Sala de 5 años""|NULL|""88"""
"""220189500""|""Sala de 4 años""|""Mañana""|""57"""
"""220189500""|""Sala de 4 años""|NULL|""57"""
"""220189500""|""Sala de 5 años""|""Tarde""|""51"""
"""220189500""|""Sala de 5 años""|NULL|""51"""
"""220190000""|""Sala de 4 años""|""Doble""|""44"""
"""220190000""|""Sala de 4 años""|NULL|""44"""
"""220190000""|""Sala de 5 años""|""Doble""|""44"""
"""220190000""|""Sala de 5 años""|NULL|""44"""
"""220190400""|""Sala de 3 años""|""Mañana""|""11"""
"""220190400""|""Sala de 3 años""|NULL|""11"""
"""220190400""|""Sala de 4 años""|""Mañana""|""16"""
"""220190400""|""Sala de 4 años""|""Tarde""|""15"""
"""220190400""|""Sala de 4 años""|NULL|""31"""
"""220190400""|""Sala de 5 años""|""Mañana""|""10"""
"""220190400""|""Sala de 5 años""|""Tarde""|""11"""
"""220190400""|""Sala de 5 años""|NULL|""21"""
"""220190500""|""Sala de 4 años""|""Mañana""|""23"""
"""220190500""|""Sala de 4 años""|""Tarde""|""46"""
"""220190500""|""Sala de 4 años""|NULL|""69"""
"""220190500""|""Sala de 5 años""|""Mañana""|""42"""
"""220190500""|""Sala de 5 años""|""Tarde""|""24"""
"""220190500""|""Sala de 5 años""|NULL|""66"""
"""220190600""|""Sala de 4 años""|""Mañana""|""22"""
"""220190600""|""Sala de 4 años""|""Tarde""|""32"""
"""220190600""|""Sala de 4 años""|NULL|""54"""
"""220190600""|""Sala de 5 años""|""Mañana""|""42"""
"""220190600""|""Sala de 5 años""|""Tarde""|""35"""
"""220190600""|""Sala de 5 años""|NULL|""77"""
"""220190601""|""Sala de 3 años""|""Mañana""|""15"""
"""220190601""|""Sala de 3 años""|""Tarde""|""11"""
"""220190601""|""Sala de 3 años""|NULL|""26"""
"""220190601""|""Sala de 4 años""|""Mañana""|""19"""
"""220190601""|""Sala de 4 años""|""Tarde""|""26"""
"""220190601""|""Sala de 4 años""|NULL|""45"""
"""220190601""|""Sala de 5 años""|""Mañana""|""18"""
"""220190601""|""Sala de 5 años""|NULL|""18"""
"""220190700""|""Sala de 3 años""|""Tarde""|""17"""
"""220190700""|""Sala de 3 años""|NULL|""17"""
"""220190700""|""Sala de 4 años""|""Mañana""|""25"""
"""220190700""|""Sala de 4 años""|""Tarde""|""20"""
"""220190700""|""Sala de 4 años""|NULL|""45"""
"""220190700""|""Sala de 5 años""|""Mañana""|""22"""
"""220190700""|""Sala de 5 años""|""Tarde""|""15"""
"""220190700""|""Sala de 5 años""|NULL|""37"""
"""220193500""|""Sala de 4 años""|""Mañana""|""14"""
"""220193500""|""Sala de 4 años""|NULL|""14"""
"""220193500""|""Sala de 5 años""|""Mañana""|""7"""
"""220193500""|""Sala de 5 años""|NULL|""7"""
"""220194100""|""Sala de 3 años""|""Mañana""|""21"""
"""220194100""|""Sala de 3 años""|""Tarde""|""18"""
"""220194100""|""Sala de 3 años""|NULL|""39"""
"""220194100""|""Sala de 4 años""|""Mañana""|""21"""
"""220194100""|""Sala de 4 años""|""Tarde""|""24"""
"""220194100""|""Sala de 4 años""|NULL|""45"""
"""220194100""|""Sala de 5 años""|""Mañana""|""26"""
"""220194100""|""Sala de 5 años""|""Tarde""|""25"""
"""220194100""|""Sala de 5 años""|NULL|""51"""
"""220194200""|""Sala de 3 años""|""Mañana""|""10"""
"""220194200""|""Sala de 3 años""|""Tarde""|""2"""
"""220194200""|""Sala de 3 años""|NULL|""12"""
"""220194200""|""Sala de 4 años""|""Tarde""|""19"""
